id,title,type,release_year,runtime,genres,production_countries,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
ts80208,Fugitiva,SHOW,2018,52,"drama, thriller, action, crime",ES,5.6,665.0,5.727,6.9
tm463806,The Legend of Cocaine Island,MOVIE,2018,87,documentation,US,6.3,3323.0,11.611,6.5
tm289882,Birdshot,MOVIE,2017,116,"thriller, drama",PH,6.6,792.0,2.463,6.5
tm296398,Steel Rain,MOVIE,2017,139,"action, thriller, drama",KR,7.1,5581.0,14.511,7.2
tm440946,Christmas with a View,MOVIE,2018,90,"romance, family, drama",CA,5.1,4574.0,10.989,5.8
tm408104,Greg Davies: You Magnificent Beast,MOVIE,2018,66,comedy,GB,7.1,2387.0,2.445,6.5
tm244521,Catfight,MOVIE,2017,96,"comedy, drama, action",US,5.9,6323.0,6.831,5.5
tm414676,Paradise Lost,MOVIE,2018,110,"drama, music, documentation",BR,6.9,689.0,3.322,7.5
tm321627,Ali's Wedding,MOVIE,2017,110,"romance, comedy, drama",AU,6.9,5008.0,5.584,7.1
tm307761,Toilet: A Love Story,MOVIE,2017,155,"comedy, drama, romance",IN,7.2,20896.0,5.129,6.981
tm428073,When Angels Sleep,MOVIE,2018,94,"thriller, drama, horror, action, crime, fantasy, european",ES,5.5,3684.0,7.521,5.6
ts83070,72 Dangerous Animals: Asia,SHOW,2018,47,documentation,US,6.6,517.0,10.561,6.2
tm356563,The Stolen,MOVIE,2017,98,"western, drama, thriller, action","DE, NZ, GB",5.3,1330.0,6.15,5.5
tm365670,Perú: Tesoro Escondido,MOVIE,2017,76,documentation,PE,6.1,527.0,10.669,8.0
tm415875,Break,MOVIE,2018,91,"drama, comedy, european",FR,5.7,1177.0,9.378,6.0
ts82398,My Dead Ex,SHOW,2018,25,"comedy, drama, scifi",US,7.4,485.0,4.739,6.8
ts78353,Misty,SHOW,2018,71,"drama, crime, thriller, romance",KR,8.1,620.0,5.594,7.9
tm432838,Black Is Beltza,MOVIE,2018,88,"thriller, animation, drama",ES,5.8,301.0,3.958,6.4
ts84977,Terrorism Close Calls,SHOW,2018,48,documentation,US,5.2,712.0,1.837,7.2
tm427143,Edge of Fear,MOVIE,2018,91,"action, thriller, crime",US,4.4,3187.0,8.766,4.7
ts82296,My ID is Gangnam Beauty,SHOW,2018,57,"drama, comedy, romance",KR,7.4,4021.0,30.627,7.615
ts79330,Girls Incarcerated,SHOW,2018,43,"reality, documentation",GB,7.2,1097.0,6.25,8.0
tm346398,Ryan Hamilton: Happy Face,MOVIE,2017,56,"comedy, documentation",US,7.3,932.0,2.94,7.0
tm367473,Bad Seeds,MOVIE,2018,100,"comedy, european",FR,7.3,5461.0,7.032,7.8
ts83430,Smoking,SHOW,2018,24,"crime, drama, comedy",JP,7.4,457.0,2.955,8.0
tm409942,Shéhérazade,MOVIE,2018,111,"thriller, drama, romance, european",FR,7.0,2242.0,6.539,7.3
tm300440,The Mansion,MOVIE,2017,100,"comedy, horror, european",FR,4.6,2645.0,10.321,4.9
tm408890,Yucatán,MOVIE,2018,129,"comedy, romance, european",ES,5.5,2143.0,7.401,5.6
tm307950,Mike Birbiglia: Thank God for Jokes,MOVIE,2017,71,comedy,US,7.5,2494.0,3.804,7.4
tm375729,Us and Them,MOVIE,2018,120,"drama, romance",CN,7.3,4198.0,7.651,7.6
tm313424,Pad Man,MOVIE,2018,140,"drama, comedy",IN,7.9,25539.0,5.173,7.5
tm426117,On My Skin,MOVIE,2018,100,"drama, european",IT,7.3,9211.0,10.341,8.057
tm244321,Sun Dogs,MOVIE,2017,93,"comedy, drama, fantasy","MX, US",6.2,2322.0,8.516,6.8
tm372610,Derren Brown: Miracle,MOVIE,2018,73,documentation,GB,6.5,1037.0,3.916,6.6
tm409456,Manto,MOVIE,2018,113,"drama, history",IN,7.3,4248.0,2.915,7.6
tm242108,Little Boxes,MOVIE,2017,84,"drama, comedy",US,5.9,1986.0,4.223,6.3
ts95011,Move,SHOW,2018,48,documentation,US,7.4,116.0,2.664,7.0
tm242765,Raising the Bar,MOVIE,2017,93,"family, drama, documentation, sport",AU,5.5,1555.0,7.148,6.5
ts85276,Hymn of Death,SHOW,2018,45,"drama, history, music, romance",KR,7.6,1209.0,12.956,8.4
tm322210,Bomb Scared,MOVIE,2017,89,"comedy, european",ES,5.6,2871.0,5.399,5.4
ts77467,Terrace House: Opening New Doors,SHOW,2017,39,"reality, drama",JP,7.8,968.0,6.828,8.0
ts83814,Undercover Law,SHOW,2018,54,"drama, action",CO,7.2,215.0,2.132,9.0
tm439854,Baazaar,MOVIE,2018,140,"crime, drama, thriller",IN,6.5,5590.0,2.491,6.4
tm340587,Ittefaq,MOVIE,2017,107,"crime, thriller",IN,7.2,12262.0,6.265,7.0
ts68146,Myths & Monsters,SHOW,2017,43,"documentation, fantasy, european",GB,7.7,841.0,1.804,7.4
tm266705,Giant,MOVIE,2017,114,"drama, history, european",ES,6.6,4302.0,12.248,6.6
tm372891,Chris Rock: Tamborine,MOVIE,2018,64,"comedy, documentation",US,6.6,6982.0,7.743,6.5
ts78099,72 Dangerous Animals: Latin America,SHOW,2017,43,documentation,"AU, US",6.6,581.0,8.653,6.6
tm315850,Take Me,MOVIE,2017,83,"comedy, crime, thriller",US,6.1,5970.0,8.222,5.8
tm421748,Ee Nagaraniki Emaindi,MOVIE,2018,120,"drama, comedy",IN,7.9,2879.0,2.062,7.0
tm353046,Patton Oswalt: Annihilation,MOVIE,2017,66,"comedy, documentation",US,7.2,2377.0,4.314,7.1
tm418039,LEGO Marvel Super Heroes: Black Panther - Trouble in Wakanda,MOVIE,2018,22,"fantasy, animation, action, comedy, scifi",US,5.6,572.0,10.798,6.7
tm324588,Rory Scovel Tries Stand-Up for the First Time,MOVIE,2017,66,"comedy, documentation",US,6.7,831.0,1.571,7.4
tm440678,Revenger,MOVIE,2018,102,"action, crime, thriller",KR,5.7,4311.0,18.767,5.3
tm275437,Coin Heist,MOVIE,2017,97,"family, crime, drama, romance, thriller",US,4.7,2743.0,9.366,5.4
ts89538,Bitter Daisies,SHOW,2018,70,"drama, thriller",ES,7.2,3274.0,11.931,7.1
ts89069,LEGO Friends: Girls on a Mission,SHOW,2018,11,animation,"US, DK",6.2,111.0,13.282,7.7
tm426983,Joy,MOVIE,2018,99,"drama, european",AT,6.6,1304.0,2.421,6.1
tm307774,Jagga Jasoos,MOVIE,2017,180,"comedy, thriller, romance, action",IN,6.3,10283.0,6.005,6.0
ts78707,The Joel McHale Show with Joel McHale,SHOW,2018,25,comedy,US,7.1,2396.0,6.858,6.4
tm299396,Getaway Plan,MOVIE,2017,105,"action, thriller, crime, drama, european",ES,5.6,1867.0,9.103,5.5
ts75676,The Velvet Collection,SHOW,2017,57,"comedy, drama, romance, european",ES,7.2,1416.0,19.328,6.3
tm366972,The Drug King,MOVIE,2018,139,"crime, action, drama",KR,6.2,3159.0,15.052,6.287
tm307751,Jab Harry Met Sejal,MOVIE,2017,200,"drama, romance, comedy",IN,5.0,20593.0,8.529,6.5
tm367008,Katt Williams: Great America,MOVIE,2018,60,comedy,US,6.2,940.0,3.016,5.5
tm437631,Derren Brown: Sacrifice,MOVIE,2018,49,"documentation, reality",US,7.1,1806.0,5.197,7.4
ts80993,Kibaoh Klashers,SHOW,2017,24,scifi,CN,6.4,18.0,4.313,8.0
tm445899,Struggle: The Life and Lost Art of Szukalski,MOVIE,2018,104,"documentation, european","PL, US",7.9,4195.0,4.796,7.7
tm236659,Sky Ladder: The Art of Cai Guo-Qiang,MOVIE,2017,80,documentation,US,7.3,1463.0,4.259,7.0
tm305112,The Fortress,MOVIE,2017,140,"drama, action, history, war, thriller",KR,6.8,2537.0,10.294,6.6
tm353247,Qarib Qarib Singlle,MOVIE,2017,125,"comedy, drama, romance",IN,7.1,8327.0,3.291,7.2
ts80057,Last Hope,SHOW,2018,24,"drama, animation, action, scifi",JP,5.8,434.0,8.604,5.4
ts55936,My Secret Romance,SHOW,2017,52,"comedy, romance",KR,7.1,3409.0,25.999,8.0
tm375007,Feminists: What Were They Thinking?,MOVIE,2018,86,documentation,US,6.9,2233.0,7.764,7.9
tm233484,Duck Duck Goose,MOVIE,2018,82,"comedy, animation, family, action",CN,5.7,3721.0,12.075,6.2
tm355724,A Christmas Prince,MOVIE,2017,92,"romance, comedy, family",US,5.7,19514.0,10.442,6.6
tm496588,Azali,MOVIE,2018,92,drama,GH,5.7,213.0,1.584,5.7
ts82085,Ainori Love Wagon: Asian Journey,SHOW,2017,30,reality,JP,6.8,276.0,5.356,7.4
ts81886,All About the Washingtons,SHOW,2018,25,"comedy, music",US,4.5,723.0,2.02,4.6
ts57281,All Hail King Julien: Exiled,SHOW,2017,23,"animation, comedy, family, fantasy",US,7.4,575.0,6.841,8.5
ts81036,The Who Was? Show,SHOW,2018,24,"family, comedy",,6.5,614.0,1.674,7.0
ts82875,Switched,SHOW,2018,39,"drama, scifi",JP,7.1,1436.0,9.01,7.8
tm363878,Aiyaary,MOVIE,2018,157,"thriller, action, drama",IN,5.2,4732.0,5.373,5.6
ts80410,Kantaro: The Sweet Tooth Salaryman,SHOW,2017,30,"comedy, drama",JP,7.6,808.0,1.526,7.2
ts55533,Legend Quest,SHOW,2017,25,"comedy, fantasy, animation",MX,7.2,449.0,5.669,8.0
ts57116,Ask the Doctor,SHOW,2017,28,documentation,AU,6.5,292.0,1.907,7.6
tm347850,SPF-18,MOVIE,2017,75,"romance, drama, sport",US,3.2,5173.0,8.86,4.4
ts85250,Kulipari: Dream Walker,SHOW,2018,23,"animation, action, fantasy",US,7.6,92.0,3.908,9.0
tm411856,Hari Kondabolu: Warn Your Relatives,MOVIE,2018,67,comedy,US,6.5,849.0,1.466,5.9
tm363003,Seeing Allred,MOVIE,2018,96,documentation,US,7.2,1357.0,5.877,6.9
tm348386,Resurface,MOVIE,2017,27,"documentation, sport, war",US,7.1,286.0,2.459,7.2
ts112279,Empire Games,SHOW,2018,49,"documentation, history",,5.8,312.0,0.6,7.0
tm372054,The Tribe,MOVIE,2018,90,"comedy, family, european",ES,5.8,2721.0,9.216,6.3
tm440255,The Plagues of Breslau,MOVIE,2018,93,"thriller, action, crime, european",PL,5.9,5012.0,10.792,6.3
tm372061,Sudani from Nigeria,MOVIE,2018,123,"comedy, drama, sport",IN,8.2,4159.0,2.372,7.1
tm372917,Pope Francis: A Man of His Word,MOVIE,2018,96,"documentation, european","IT, CH, VA, FR, DE",6.4,2260.0,8.256,7.3
tm411503,Candy Jar,MOVIE,2018,92,comedy,US,5.8,5048.0,11.51,6.2
tm293867,Neal Brennan: 3 Mics,MOVIE,2017,65,"comedy, documentation",US,7.9,3302.0,3.283,7.3
ts84597,FIGHTWORLD,SHOW,2018,42,documentation,US,7.5,822.0,3.396,6.8
tm420800,"To Each, Her Own",MOVIE,2018,95,"comedy, drama, european",FR,5.4,1756.0,7.382,5.1
tm273600,Kuroko's Basketball the Movie: Last Game,MOVIE,2017,90,"animation, drama, sport",JP,7.7,2558.0,64.682,7.9
tm286532,Rock my Heart,MOVIE,2017,105,"drama, family, action, european",DE,6.5,993.0,7.023,7.2
tm320817,Mersal,MOVIE,2017,169,"thriller, action",IN,7.5,33832.0,8.293,7.2
tm348568,Jerry Before Seinfeld,MOVIE,2017,62,"comedy, documentation",US,7.0,5709.0,6.965,7.0
tm348392,The Last Shaman,MOVIE,2017,83,"documentation, drama, family, european","PE, GB, US, IL, IT",6.6,1911.0,3.335,6.9
tm372486,All Good,MOVIE,2018,93,"drama, comedy, european",DE,6.5,1442.0,1.772,6.1
tm327708,Bareilly Ki Barfi,MOVIE,2017,123,"romance, comedy",IN,7.5,23336.0,7.874,6.8
ts78767,First Team: Juventus,SHOW,2018,36,"scifi, reality, sport, documentation",IT,7.3,2082.0,1.704,7.7
tm320489,Expedition Happiness,MOVIE,2017,95,"documentation, european",DE,5.9,4538.0,7.586,6.8
tm411467,Dany Boon: Des Hauts-De-France,MOVIE,2018,113,"comedy, european",FR,6.2,95.0,2.024,6.2
tm307767,Baadshaho,MOVIE,2017,136,"action, thriller",IN,4.9,4880.0,4.073,5.8
ts79707,Edha,SHOW,2018,40,drama,AR,4.9,647.0,9.754,6.3
ts78692,Rapture,SHOW,2018,58,"documentation, scifi, thriller, horror, music",US,5.4,11.0,2.391,7.0
tm432327,C/o Kancharapalem,MOVIE,2018,152,drama,IN,8.9,6842.0,2.145,7.6
ts81596,Black Crows,SHOW,2017,33,"drama, war, thriller","SA, SY, AE",5.3,308.0,4.802,8.0
ts84932,Super Drags,SHOW,2018,25,"animation, comedy, fantasy",BR,5.4,1753.0,2.315,5.3
ts84038,Battlefish,SHOW,2018,43,"documentation, reality",US,7.1,428.0,2.638,7.8
tm352705,Jack Whitehall: At Large,MOVIE,2017,67,comedy,GB,6.8,2164.0,4.192,7.1
tm376801,The Rachel Divide,MOVIE,2018,104,documentation,US,6.3,2558.0,3.726,6.2
tm306631,Trevor Noah: Afraid of the Dark,MOVIE,2017,68,comedy,US,7.2,5213.0,4.794,7.1
tm370447,The Tree of Blood,MOVIE,2018,130,"drama, european",ES,6.3,3007.0,8.739,6.5
tm375962,Nothing to Lose,MOVIE,2018,130,drama,BR,2.3,23031.0,45.267,5.5
ts79856,SWORDGAI The Animation,SHOW,2018,23,"action, animation, scifi, fantasy, horror",JP,5.8,932.0,21.229,7.1
ts84782,Larva Island,SHOW,2018,8,"animation, comedy","US, KR",6.5,430.0,15.128,6.9
ts83045,Accidentally In Love,SHOW,2018,31,"family, drama, comedy, music, romance",CN,7.4,1156.0,29.906,7.9
tm414340,Spivak,MOVIE,2018,91,comedy,US,5.6,754.0,2.897,5.6
tm313118,"Love, Surreal and Odd",MOVIE,2017,95,"comedy, romance",TR,5.6,3240.0,2.354,5.2
tm408871,Jefe,MOVIE,2018,89,"comedy, european",ES,5.4,1102.0,5.169,5.5
ts83204,Million Pound Menu,SHOW,2018,60,reality,GB,6.6,565.0,4.744,6.2
tm363787,Christmas in the Heartland,MOVIE,2017,90,family,US,5.8,1435.0,5.296,6.3
tm409817,Sir,MOVIE,2018,98,"drama, romance, european","IN, FR",7.7,7109.0,5.83,7.1
ts80751,The Break with Michelle Wolf,SHOW,2018,26,comedy,US,5.1,1870.0,2.61,4.8
tm286520,Jim Gaffigan: Cinco,MOVIE,2017,73,comedy,US,7.1,2406.0,4.413,7.0
tm244287,Half Girlfriend,MOVIE,2017,135,"drama, romance",IN,4.5,7233.0,9.16,6.7
ts74765,Daughters of Destiny,SHOW,2017,61,documentation,IN,8.6,922.0,2.962,7.7
tm364206,Ex-Shaman,MOVIE,2018,81,documentation,BR,7.1,253.0,1.688,6.7
tm411358,The American Meme,MOVIE,2018,90,documentation,US,6.7,16650.0,4.687,5.9
ts82559,Amazing Interiors,SHOW,2018,26,documentation,"GB, US",6.6,802.0,3.207,6.4
ts81944,The Comedy Lineup,SHOW,2018,15,"comedy, action",,5.9,461.0,0.84,6.0
tm283559,The Art of Loving: Story of Michalina Wislocka,MOVIE,2017,121,"comedy, romance, drama, european",PL,7.1,3690.0,6.458,6.6
ts75887,Paul Hollywood's Big Continental Road Trip,SHOW,2017,59,"documentation, european",GB,7.4,211.0,2.926,6.0
ts89372,Titipo Titipo,SHOW,2018,18,animation,KR,6.8,20.0,1.862,9.5
tm363922,Dovlatov,MOVIE,2018,126,drama,"RS, PL, RU",6.4,1994.0,3.554,6.4
ts81856,Borges,SHOW,2018,0,comedy,BR,6.2,172.0,1.415,7.8
ts76771,Stretch Armstrong & the Flex Fighters,SHOW,2017,23,"animation, action, comedy, scifi",US,6.1,318.0,4.919,7.6
ts84335,1983,SHOW,2018,57,"drama, thriller, crime",PL,6.7,4169.0,9.601,6.5
tm373873,Weed the People,MOVIE,2018,98,documentation,US,7.3,344.0,2.786,8.0
tm366143,Maktub,MOVIE,2017,100,"drama, comedy",IL,7.3,2743.0,3.088,7.2
tm372969,Love per Square Foot,MOVIE,2018,133,"comedy, romance",IN,7.2,8273.0,6.028,6.7
ts93947,Wrong Kind of Black,SHOW,2018,16,"drama, comedy",AU,7.6,149.0,0.673,7.5
ts82160,Harvey Street Kids,SHOW,2018,24,"family, action, animation, comedy",US,6.7,254.0,9.06,8.5
ts83247,Stay Here,SHOW,2018,32,"reality, documentation",US,7.4,1101.0,2.49,7.0
tm405738,Perdida,MOVIE,2018,103,"crime, drama, thriller","ES, AR",5.6,4762.0,18.855,6.3
ts86994,Serial Killer with Piers Morgan,SHOW,2017,47,"documentation, crime",GB,3.9,1404.0,0.884,2.8
tm319512,The Girl from the Song,MOVIE,2017,102,"romance, drama, music, european",ES,5.6,1775.0,8.448,6.1
tm374357,Going for Gold,MOVIE,2018,89,"drama, family, sport",AU,4.7,557.0,7.581,6.8
tm326089,Mubarakan,MOVIE,2017,156,"drama, comedy, romance",IN,5.6,3961.0,3.731,6.2
ts80084,Dragon Pilot: Hisone and Masotan,SHOW,2018,25,"animation, scifi, drama, fantasy",JP,6.9,501.0,7.435,7.9
ts76646,Blazing Transfer Students,SHOW,2017,26,"action, comedy",JP,6.9,121.0,1.481,8.0
ts75138,Argon,SHOW,2017,63,drama,KR,7.3,266.0,4.679,7.3
tm445255,Qismat,MOVIE,2018,140,"drama, romance, comedy",IN,8.1,3101.0,1.66,7.3
ts75491,Fire Chasers,SHOW,2017,55,documentation,US,6.5,371.0,1.715,6.3
tm358609,Sara's Notebook,MOVIE,2018,115,"thriller, drama, european",ES,5.9,2725.0,9.543,6.1
tm409494,Ali Wong: Hard Knock Wife,MOVIE,2018,64,comedy,US,7.3,4922.0,6.979,7.0
tm366973,Tom Segura: Disgraceful,MOVIE,2018,74,"comedy, documentation",US,7.5,3851.0,4.896,7.0
ts80342,AMO,SHOW,2018,24,"crime, drama",PH,6.4,409.0,3.804,6.0
ts57291,Unrequited Love,SHOW,2017,33,drama,JP,6.7,10.0,2.723,10.0
tm431760,Paskal,MOVIE,2018,114,"action, war, drama",MY,6.8,2964.0,21.554,7.7
tm295558,The Grown-Ups,MOVIE,2017,82,documentation,"CL, NL, FR",7.7,261.0,1.904,7.2
tm434883,Been So Long,MOVIE,2018,100,"music, romance, drama",GB,5.4,1108.0,5.732,5.7
tm360945,Soorma,MOVIE,2018,131,"drama, sport",IN,7.3,5183.0,2.446,7.5
tm320785,The Mars Generation,MOVIE,2017,97,documentation,US,6.5,999.0,3.6,6.6
tm314939,Kalushi : The Story of Solomon Mahlangu,MOVIE,2017,106,"thriller, drama",ZA,6.5,321.0,1.597,6.2
tm345767,The Maus,MOVIE,2017,90,"fantasy, horror, drama, european",ES,4.7,6422.0,5.954,5.2
tm405901,Family Blood,MOVIE,2018,92,"thriller, horror, drama",US,4.2,2955.0,8.168,4.6
tm445456,Pihu,MOVIE,2018,91,"thriller, drama, family",IN,6.7,2482.0,6.676,7.7
tm322200,Superlopez,MOVIE,2018,108,"comedy, scifi, action, european",ES,5.4,3635.0,10.953,5.3
tm358813,Judd Apatow: The Return,MOVIE,2017,69,comedy,US,6.2,1321.0,5.846,6.3
tm424888,Armed to the Teeth,MOVIE,2018,105,"documentation, crime, thriller",MX,7.9,650.0,4.821,7.0
tm323195,Sarah Silverman: A Speck of Dust,MOVIE,2017,71,"comedy, documentation",US,6.9,3744.0,5.289,6.9
tm244277,Pa Paandi,MOVIE,2017,125,"comedy, action, romance, drama, family",IN,7.4,1734.0,2.999,7.0
tm314295,Nobody Speak: Trials of the Free Press,MOVIE,2017,95,"documentation, european","US, NL",6.4,4133.0,5.286,6.1
tm368441,Aapla Manus,MOVIE,2018,132,"drama, thriller",IN,7.0,933.0,1.654,5.6
tm325433,Dismissal,MOVIE,2017,90,comedy,"AR, ES",5.0,979.0,5.316,5.0
tm444799,Christmas Catch,MOVIE,2018,80,"romance, comedy, crime",CA,5.3,1439.0,2.463,5.4
tm359030,F.R.E.D.I.,MOVIE,2018,89,"scifi, family",XX,4.9,1018.0,4.275,6.4
tm233345,Love Beats Rhymes,MOVIE,2017,105,"music, drama",US,5.3,1072.0,6.917,5.7
ts84985,Robozuna,SHOW,2018,23,animation,GB,6.7,94.0,3.034,8.2
tm309115,Naam Shabana,MOVIE,2017,147,"thriller, action, drama",IN,6.2,6757.0,6.256,5.8
tm358242,Brian Regan: Nunchucks and Flamethrowers,MOVIE,2017,61,"comedy, documentation",US,6.3,681.0,1.985,6.2
tm320206,#realityhigh,MOVIE,2017,99,"comedy, drama, romance",US,5.1,6357.0,10.701,6.4
ts80671,We Speak Dance,SHOW,2018,22,documentation,US,7.4,148.0,0.992,8.3
tm358239,DeRay Davis: How to Act Black,MOVIE,2017,66,comedy,US,6.1,432.0,2.337,6.1
tm351688,Def Comedy Jam 25,MOVIE,2017,81,"comedy, documentation",US,6.6,1101.0,3.539,6.1
tm362264,The Gift,MOVIE,2017,85,drama,TZ,8.0,25.0,1.03,8.0
ts83429,Take My Brother Away,SHOW,2018,46,"family, comedy, drama",,6.7,167.0,2.593,8.2
tm463827,Paranormal Investigation,MOVIE,2018,92,"thriller, horror",FR,3.7,1671.0,5.104,4.5
ts75357,LEGO Elves: Secrets of Elvendale,SHOW,2017,24,"scifi, animation, fantasy",US,6.8,167.0,5.23,7.8
ts85217,Motown Magic,SHOW,2018,15,"animation, comedy, family, fantasy, music",US,7.9,294.0,1.372,9.3
tm421125,The Suit,MOVIE,2018,96,"comedy, action, drama",EG,5.3,1645.0,1.837,7.0
tm311283,Amy Schumer: The Leather Special,MOVIE,2017,57,comedy,US,3.1,9830.0,5.336,4.1
ts82192,Samantha!,SHOW,2018,28,comedy,BR,6.5,517.0,3.396,6.1
tm275004,Bon Cop Bad Cop 2,MOVIE,2017,126,"crime, comedy, action",CA,6.6,4152.0,8.058,6.4
tm358949,A Very Country Christmas,MOVIE,2017,83,"drama, romance, family, comedy","CA, US",6.0,1640.0,5.576,6.5
ts85953,Paprika,SHOW,2018,13,"family, animation",US,7.9,27.0,0.733,5.0
tm418870,Close Enemies,MOVIE,2018,111,"thriller, drama, european","FR, BE",6.4,2629.0,7.993,5.9
tm413955,A Fortunate Man,MOVIE,2018,162,"drama, romance, european",DK,7.2,6194.0,10.194,6.9
tm348073,Pup Star: Better 2Gether,MOVIE,2017,90,family,US,4.3,239.0,3.805,6.0
tm359658,The 3rd Eye,MOVIE,2017,107,"horror, thriller, animation, drama, fantasy, european",ID,5.1,1405.0,8.045,5.5
tm357272,Barbra: The Music ... The Mem'ries ... The Magic!,MOVIE,2017,108,"documentation, music",US,7.5,448.0,4.214,7.4
ts84167,Age of Rebellion,SHOW,2018,72,"crime, drama, romance",TW,8.6,49.0,3.151,6.0
tm408892,Unbridled,MOVIE,2018,96,"thriller, european","IT, ES",5.0,507.0,11.503,5.3
tm371619,Sabrina,MOVIE,2018,98,"horror, thriller","ID, MY, SG",4.1,1757.0,19.396,5.3
tm337040,Maz Jobrani: Immigrant,MOVIE,2017,67,"comedy, documentation",US,6.7,859.0,1.551,6.2
tm361505,48 Christmas Wishes,MOVIE,2017,84,"family, comedy, fantasy",CA,3.9,1105.0,8.282,5.4
ts86279,Nailed It! Holiday!,SHOW,2018,33,reality,US,7.7,1098.0,3.101,8.0
tm417111,How to Get Over a Breakup,MOVIE,2018,104,comedy,PE,6.1,2003.0,8.877,6.8
tm429984,Pachamama,MOVIE,2018,72,"fantasy, family, animation, european","FR, LU, CA",6.8,864.0,5.619,7.1
tm307551,Katherine Ryan: In Trouble,MOVIE,2017,63,comedy,GB,7.0,2195.0,3.886,6.5
ts77219,Part-Time Idol,SHOW,2017,40,"drama, family, music, comedy",KR,6.7,108.0,3.867,8.4
ts103638,Standup and Away! with Brian Regan,SHOW,2018,25,comedy,US,5.7,400.0,1.208,7.7
tm449262,Ascharya Fuck It,MOVIE,2018,90,"thriller, drama, romance",IN,5.1,914.0,3.2,5.2
ts76159,Super Monsters,SHOW,2017,13,"animation, comedy, family, horror",CA,6.2,417.0,8.924,7.6
tm412489,Dear Son,MOVIE,2018,100,drama,"FR, QA, TN, BE",6.5,405.0,1.762,6.3
tm407318,Sofía Niño de Rivera: Natural Selection,MOVIE,2018,62,comedy,MX,6.9,241.0,1.151,6.2
tm429382,Nappily Ever After,MOVIE,2018,98,"comedy, romance, drama",US,6.4,9224.0,11.48,7.2
tm321073,Judwaa 2,MOVIE,2017,150,"action, comedy, romance",IN,3.6,10740.0,5.689,5.8
tm353627,Christina P: Mother Inferior,MOVIE,2017,59,comedy,US,6.4,1001.0,1.906,6.1
tm411313,Forgive Us Our Debts,MOVIE,2018,104,"drama, european","PL, CH, AL, IT",6.2,1604.0,5.855,6.1
tm367264,Milada,MOVIE,2017,130,"drama, history, european","CZ, US",6.3,1331.0,8.556,7.0
ts79988,Lost Song,SHOW,2018,24,"animation, action, scifi, drama, fantasy, music, romance",JP,7.0,375.0,4.07,8.2
ts86302,Check The Store Next Door,SHOW,2018,30,"comedy, drama",ID,7.7,138.0,2.671,6.2
ts83710,First and Last,SHOW,2018,41,documentation,US,6.7,423.0,4.425,7.7
ts55576,Buddy Thunderstruck,SHOW,2017,23,"comedy, family, sport, animation, action",US,7.7,495.0,3.267,8.4
tm334949,Right Here Right Now,MOVIE,2018,89,"drama, comedy, music, european",DE,5.4,311.0,2.13,4.2
ts77011,The Many Faces of Ito,SHOW,2017,30,"drama, thriller, romance, comedy",JP,6.7,248.0,4.347,7.5
ts56251,ID-0,SHOW,2017,24,"scifi, drama, animation, action",JP,6.1,324.0,3.167,6.3
tm365961,Mustang Island,MOVIE,2017,86,"comedy, drama",US,6.2,537.0,2.194,6.2
ts84644,Westside,SHOW,2018,50,reality,US,6.1,166.0,0.6,4.0
tm370440,Paradox,MOVIE,2018,73,"western, fantasy, music",US,3.9,713.0,5.157,3.6
tm328052,Sparring,MOVIE,2017,95,"drama, action, sport, european",FR,6.4,627.0,4.202,5.8
tm359975,The Chase,MOVIE,2017,110,"thriller, crime, drama",KR,6.6,3020.0,8.707,6.8
ts95274,Age of Tanks,SHOW,2017,54,"documentation, history",FR,7.3,900.0,2.108,6.7
tm348467,Invisible,MOVIE,2017,87,drama,"AR, FR",6.0,779.0,11.565,5.8
tm326270,Tiffany Haddish: She Ready! From the Hood to Hollywood!,MOVIE,2017,65,"comedy, documentation",US,6.7,536.0,2.545,7.4
tm413129,Goyo: The Boy General,MOVIE,2018,155,"action, war, history",PH,6.7,799.0,3.961,7.0
tm444821,5 Star Christmas,MOVIE,2018,92,"comedy, european",IT,4.5,775.0,8.805,4.2
tm435487,Suzzanna: Buried Alive,MOVIE,2018,125,"drama, comedy, horror, thriller",ID,5.5,914.0,6.96,5.7
tm422715,Stree,MOVIE,2018,128,"horror, comedy",IN,7.5,33455.0,6.009,7.0
tm558730,A Champion Heart,MOVIE,2018,90,family,US,5.9,406.0,3.756,8.2
tm283322,Burning Sands,MOVIE,2017,105,"drama, thriller, action",US,6.0,2854.0,9.374,5.8
tm356666,Judah Friedlander: America Is the Greatest Country in the United States,MOVIE,2017,84,"comedy, documentation",US,7.8,1447.0,2.281,7.4
tm285329,Take the 10,MOVIE,2017,80,comedy,US,4.7,3159.0,8.599,5.2
tm422359,Aurora,MOVIE,2018,110,"horror, thriller",PH,4.3,608.0,2.304,4.9
tm357708,The Bros,MOVIE,2017,102,"comedy, fantasy",KR,6.1,664.0,4.403,6.5
tm311902,Jim Norton: Mouthful of Shame,MOVIE,2017,61,comedy,US,7.0,1328.0,2.513,6.9
tm244310,Merku Thodarchi Malai,MOVIE,2018,122,drama,IN,8.6,1818.0,2.158,7.4
tm247631,Clair Obscur,MOVIE,2017,100,"drama, european",TR,6.5,2468.0,2.392,6.0
ts81485,Ponysitters Club,SHOW,2018,23,family,US,5.6,117.0,1.96,8.5
