id,title,type,release_year,runtime,genres,production_countries,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,actor_ids,director_ids
tm977184,A Go! Go! Cory Carson Christmas,MOVIE,2020,21,"animation, family",US,6.1,50.0,14.016,6.9,"1302176, 1678530, 1617254, 1678792, 1616542, 1678810, 1429179, 1616540, 1302174, 1302175","1302796, 1302215"
tm474695,Dying to Tell,MOVIE,2019,87,"documentation, european",ES,6.8,351.0,1.881,7.1,286453,286453
tm845616,Tootsies & The Fake,MOVIE,2019,108,comedy,TH,5.9,485.0,3.134,4.6,"338057, 1190803, 263316, 104343, 360860, 323615, 2241918, 730023, 2374312, 2373802, 333100, 682934, 2373825, 319302, 312007, 642386, 642389, 2123484, 642396, 128350, 180832, 2373985, 180836, 19687, 1055336, 365934, 2125169, 1866739, 314616, 1185405, 367230",1276495
ts234505,Fary: Hexagone,SHOW,2020,51,comedy,FR,6.2,129.0,1.41,7.0,816746,
ts224261,Nailed It! Germany,SHOW,2020,0,reality,DE,5.7,102.0,2.157,10.0,,
tm1000551,Namaste Wahala,MOVIE,2020,106,"comedy, drama, romance",NG,5.1,1557.0,2.696,7.7,"84065, 312514, 1217634, 1795943, 1795945, 269015, 1796489, 1054158, 984469, 741270, 167831, 1796405",1796489
tm943808,Guillermo Vilas: Settling the Score,MOVIE,2020,94,"documentation, sport",AR,7.1,655.0,1.754,8.1,,172962
tm975616,The Beginning of Life 2: Outside,MOVIE,2020,92,documentation,BR,8.0,20.0,1.29,8.5,,776231
tm373471,90 ML,MOVIE,2019,125,"drama, romance, comedy",IN,3.3,577.0,1.81,5.2,"157314, 157539, 924837, 180913, 1273937, 104666, 104667, 68637",1273960
tm946795,Citation,MOVIE,2020,151,"thriller, drama",NG,6.1,970.0,4.944,7.4,"1637561, 66982, 1637576, 835851, 790170, 1637563, 281683, 1637556, 301690, 167831, 1637496, 1637559, 357658, 1637464, 244541, 1637560, 530815",117061
tm813936,Adam Devine: Best Time of Our Lives,MOVIE,2019,58,comedy,US,5.9,959.0,2.486,6.5,"96636, 3751",66544
ts88166,Nailed It! Mexico,SHOW,2019,33,reality,MX,6.2,308.0,4.224,7.1,"215537, 8797",
tm918258,Dogwashers,MOVIE,2020,107,"crime, drama, comedy","AR, CO",5.8,601.0,29.101,6.313,"440480, 1399943, 2206730, 2206699, 2206735, 85328, 2206928, 2206676, 347320",186301
ts221472,Valentino,SHOW,2020,37,comedy,EG,5.2,225.0,6.16,6.5,"705553, 807314, 1248148, 247445, 243989, 2368280, 1117593, 1898010, 1911330, 939432, 1931952, 166577, 1931314, 1931704, 1889980, 1814846, 1814591, 1512386, 139715, 1931716, 139717, 333893, 1337543, 2161477, 741065, 1931466, 139716, 1336269, 1337167, 2383568, 717138, 198742, 871383, 223451, 509532, 1931358, 2359012, 1336167, 724969, 780661",832040
tm460411,Stunt School,MOVIE,2019,95,comedy,TR,4.4,1141.0,1.509,4.1,"252358, 195080, 888201, 887208, 251985, 312222, 1057940, 1057941, 849783, 828760, 646493, 280222",254006
tm816432,Bypass Road,MOVIE,2019,137,"thriller, drama",IN,5.4,1022.0,1.523,5.3,"639233, 67266, 127908, 1036998, 128295, 363629, 64206, 63055, 104665, 187003, 119743",1246186
tm1020701,La Vocera,MOVIE,2020,82,documentation,MX,7.2,55.0,1.679,6.5,"1819457, 1819234, 1819108, 1819268, 1818980, 1818951, 1819593, 1819563, 1819020, 1819277, 1819344, 1819600, 1819124, 1819605, 1819287, 1819611, 1818910, 1818911",328245
tm839479,Fan Girl,MOVIE,2020,100,drama,PH,6.6,382.0,2.273,7.6,"294880, 1234688, 158916, 1956525, 846360, 140443",158359
tm466850,Ricardo Quevedo: los amargados somos más,MOVIE,2019,58,comedy,,7.3,97.0,2.175,7.7,247950,247954
tm835445,Deon Cole: Cole Hearted,MOVIE,2019,69,comedy,US,6.9,895.0,3.008,6.5,411090,159658
tm1004219,Who's the Boss,MOVIE,2020,105,"comedy, romance",,5.7,39.0,2.236,4.0,"1018947, 315555, 530807",590030
tm435327,27 Steps of May,MOVIE,2019,112,drama,ID,8.0,492.0,1.857,8.6,"595328, 18442, 141707, 256397, 107837, 161727, 322507, 195417, 1094879, 1094881, 1094883, 1094884, 1094886, 1094889, 1094890, 1094892, 1094893, 113011, 702327",1774203
tm435836,Mere Pyare Prime Minister,MOVIE,2019,104,drama,IN,6.8,646.0,1.988,7.2,"112632, 134523, 58598",128449
ts222687,No hay tiempo para la vergüenza,SHOW,2019,43,reality,,5.8,82.0,1.008,10.0,,
tm674135,Brother in Love,MOVIE,2019,115,"comedy, family",TR,7.0,6337.0,3.146,6.9,"1282976, 176287, 251906, 253349, 1283942, 2002631, 290633, 295083, 239853, 1362487, 211358, 339327",2022586
tm938434,All Because of You,MOVIE,2020,101,"romance, comedy, action",MY,3.9,218.0,2.519,6.6,"299681, 1804610, 1686531, 18439, 2287623, 159082, 279563, 616846, 696111, 241136, 1310768, 208017, 1804374, 676151, 1804601, 1804602, 177534, 330591",265791
tm912415,Urzila Carlson: Overqualified Loser,MOVIE,2020,62,comedy,,6.3,366.0,2.95,4.9,1067142,661415
tm992712,From Stress to Happiness,MOVIE,2020,60,documentation,,6.3,208.0,2.581,6.0,"423698, 1430333, 958118, 1566519",1430333
tm475638,Luccas Neto em: Uma Babá Muito Esquisita,MOVIE,2019,75,"comedy, family",BR,3.0,36.0,2.143,7.1,"162818, 1023250, 1023251, 1120884, 1023252, 1120894",1023252
ts251607,Word Party Songs,SHOW,2020,4,"animation, family",,3.6,18.0,2.346,10.0,,
ts213611,Bangkok Love Stories: Plead,SHOW,2019,42,drama,TH,7.2,58.0,1.82,9.0,"851728, 274362, 103887, 1324647",
tm483511,Jai Mummy Di,MOVIE,2020,103,"comedy, drama, romance",IN,3.7,946.0,2.23,6.6,"62784, 104609, 65157, 67494, 399654, 941749, 163062, 53948, 109501, 109502, 109503",1314218
ts101042,The 43,SHOW,2019,66,"documentation, war",MX,7.1,143.0,2.828,6.9,"1157395, 248018, 1157386, 1156255",172962
ts269280,Kings of Jo'Burg,SHOW,2020,53,"crime, thriller",ZA,5.0,499.0,5.53,7.9,"1697096, 1696712, 1697071, 1697073, 1697074, 1697075, 1697076, 1697079, 28989, 1697084, 1697085",
ts255418,Bad Boy Billionaires: India,SHOW,2020,59,"crime, documentation",XX,7.9,3057.0,1.974,8.3,,
tm830151,One Day We'll Talk About Today,MOVIE,2020,121,"drama, family, music, documentation",ID,7.4,1155.0,2.614,7.8,"166534, 18441, 1249803, 344081, 946708, 1645590, 287904, 1645607, 293934, 748975, 171442, 744638, 165440, 1114818, 640067, 1067462, 889801, 1288525, 322509, 68732, 907346, 208595, 29142, 600409, 1215455, 1276525, 1276527, 1249906, 259827, 1276540",247998
tm1026240,Perfume Imaginary Museum “Time Warp”,MOVIE,2020,53,music,JP,6.5,24.0,1.555,7.0,"248536, 248538, 248539",
tm838007,Dolly Kitty and Those Twinkling Stars,MOVIE,2019,120,"drama, comedy",IN,5.5,7580.0,2.456,5.9,"168614, 238443, 210316, 1153677, 1960781, 142133, 64471, 1813658, 65820",344390
ts237556,The Unremarkable Juanquini,SHOW,2020,29,comedy,CO,4.3,191.0,7.945,7.0,"1448833, 1016514, 373199, 173007, 1347601, 1172882, 1448662",
tm1062350,Kedibone,MOVIE,2020,94,drama,ZA,4.5,174.0,2.368,10.0,"2385632, 1997858, 1517187, 2393862, 2393927, 2385352, 266541, 2393839, 113402, 1540412",160466
tm457296,Kevin Hart's Guide to Black History,MOVIE,2019,60,comedy,US,5.5,1347.0,3.248,5.4,"240177, 8531, 104124, 59758",59758
tm982569,London Hughes: To Catch A D*ck,MOVIE,2020,60,comedy,US,4.7,326.0,3.879,6.6,881409,1511385
tm840208,Jeff Garlin: Our Man in Chicago,MOVIE,2019,58,comedy,GB,5.9,425.0,2.251,6.3,5640,118027
tm840236,Milea,MOVIE,2020,99,"drama, romance",ID,6.1,564.0,3.228,5.7,"301536, 1379171, 255512, 826122, 2118153, 192108, 240432, 297330, 176754, 691028, 1007253, 311958, 691415, 1165781, 829755","236243, 698269"
tm844978,Guatemala: Heart of the Mayan World,MOVIE,2019,66,documentation,"GT, UY",6.6,224.0,2.275,5.8,,"1269937, 265990"
ts45322,"Wait, My Youth",SHOW,2019,36,"drama, romance",CN,8.0,122.0,4.459,9.0,"795680, 750212, 1253700, 1066890, 2379317, 880246, 96731",1308711
tm849599,Furtive,MOVIE,2020,84,thriller,AR,5.1,328.0,1.945,6.5,"1112678, 402184, 91722, 278701, 353647, 826999, 1198587, 1552317, 1552383",889093
ts257243,Voices of Fire,SHOW,2020,37,"music, reality",US,6.8,388.0,1.137,8.0,"1678745, 3932",
tm981475,Illegal Woman,MOVIE,2020,119,"drama, crime, european",ES,6.1,201.0,1.65,6.6,"1185993, 313291, 74387, 49533, 105663",134368
ts89740,The Defected,SHOW,2019,42,"drama, crime",HK,7.4,70.0,6.024,9.0,"210563, 251205, 175400, 272360, 41802, 332467, 39860, 56725, 44733",1086864
ts256134,Country Ever After,SHOW,2020,24,"reality, music",US,6.4,170.0,1.11,9.7,1639536,
tm862830,Seriously Single,MOVIE,2020,107,"comedy, romance",ZA,4.4,1266.0,7.403,7.0,"1530944, 1530945, 1530950, 1301769, 646635, 1539954","1537912, 1537798"
tm915354,Girl's Revenge,MOVIE,2020,81,drama,TW,5.7,204.0,12.91,5.1,"704928, 1090691, 1509572, 1509668, 1581225, 1509678, 1509680, 1693456, 1611538, 1693360, 1674774, 338301, 1657407",1509670
tm881575,Velvet Colección: Grand Finale,MOVIE,2020,82,"comedy, romance","US, ES",7.2,8.0,2.102,4.0,"1371842, 71686, 1371856, 45235, 30234, 98293, 1371831, 13978, 1371868",191389
ts218000,Dollar,SHOW,2019,41,"action, drama, romance",LB,6.6,602.0,2.16,8.0,"1179278, 386342",
tm848261,Aaviri,MOVIE,2019,113,"drama, thriller",IN,3.5,104.0,0.994,4.0,"157312, 1293030, 1173229, 358777, 1810556, 734109, 846047",157312
tm454431,A Home with a View,MOVIE,2019,92,"comedy, drama",HK,5.9,301.0,2.904,6.0,"251267, 72082, 239389, 26014, 308130, 26023, 39464, 1031213, 172598, 284854, 466360, 158780, 40387, 7875, 44740, 72394, 170443, 170445, 100562, 5848, 158560, 48358, 36967, 250347, 36977, 105842, 64756, 149366",595551
tm982018,A Trash Truck Christmas,MOVIE,2020,28,"action, family, animation, comedy",US,5.5,214.0,17.611,6.5,"1707879, 97041, 1950, 1666420, 1666421, 1666422, 445592, 86940, 79326",
tm813231,The Bling Lagosians,MOVIE,2019,97,drama,NG,6.4,94.0,2.214,6.0,"84065, 1077602, 1231619, 868963, 679080, 1231625, 1231626, 900427, 679083, 1231629, 1078799, 1231636, 1231673, 1232025",597453
tm835414,Sitara,MOVIE,2019,128,"drama, animation",IN,8.0,5.0,1.115,7.1,,160651
tm823459,Léa & I,MOVIE,2019,84,documentation,US,6.5,215.0,3.101,5.9,"1173331, 1173334",1173334
tm832463,Mundina Nildana,MOVIE,2019,106,"drama, romance, comedy",IN,6.2,364.0,1.453,6.0,"869368, 1272627, 265502, 901895",1272497
ts252695,Bookmarks: Celebrating Black Voices,SHOW,2020,7,family,US,5.0,163.0,3.313,8.0,1563124,
tm836449,Tuna Girl,MOVIE,2019,89,"drama, comedy",JP,6.1,148.0,1.508,6.5,"833344, 148384, 325250, 147218, 264851, 1220851, 1220852, 957943, 613339",613374
tm832844,Mo Gilligan: Momentum,MOVIE,2019,64,comedy,GB,6.3,439.0,2.839,5.3,1005188,256633
tm925702,Andre and His Olive Tree,MOVIE,2020,104,documentation,SG,6.7,207.0,1.519,5.0,"1561849, 1561853",1561765
tm472999,Guddiyan Patole,MOVIE,2019,127,"comedy, drama",IN,7.0,740.0,2.072,9.3,"925732, 290661, 201223, 1103347, 1315319",316466
tm925186,Santana,MOVIE,2020,106,"action, crime, drama","ZA, AO",3.8,984.0,7.095,5.6,"1570113, 13477, 1570117, 96746, 833484, 1819856, 1570097, 17617, 1572883, 838868, 1570105, 421946, 1570107, 2527","1570112, 256416"
ts283159,A Perfect Day for Arsenide,SHOW,2020,23,"drama, romance",HK,5.0,18.0,1.4,2.0,"196581, 48358, 1822570, 1626027, 1481492, 749916",
tm846630,Tarung Sarung,MOVIE,2020,115,"drama, action, sport, thriller",ID,5.9,196.0,3.165,7.4,"66048, 365668, 903654, 18439, 1284583, 1284877, 1284878, 697810, 949844, 1284308, 1284277, 1280823, 1284889, 1284314, 698271",1147784
tm813929,Gold Statue,MOVIE,2019,145,"drama, comedy",NG,6.2,52.0,1.306,4.0,"1935322, 678884, 863397, 1935111, 1935387, 1935433, 1935273, 1935657, 1935625, 168555, 1935527, 869801, 1935409, 1672570, 866363, 530815",412202
tm475815,The Zoya Factor,MOVIE,2019,134,"romance, sport, comedy, drama",IN,4.3,2451.0,3.737,5.8,"61024, 5410, 231556, 38632, 66315, 63372, 68591, 66481, 65852, 10205",212982
tm683841,"Hello, Love, Goodbye",MOVIE,2019,118,"drama, romance","HK, PH",7.3,1050.0,9.819,6.1,"1446153, 148043, 171373, 141681, 255123, 757428, 663157, 479735, 70044, 927164, 201436, 146909, 178110",141692
tm468824,Super Monsters Furever Friends,MOVIE,2019,58,"fantasy, animation",,5.7,70.0,22.32,6.2,"65217, 337794, 99874, 48101, 376166, 175655, 753288, 27834, 24531, 24532, 435, 34838, 5271, 34839, 34966, 10874, 111700, 1094300",
tm474647,Hot Gimmick: Girl Meets Boy,MOVIE,2019,119,"drama, romance",JP,4.4,454.0,4.889,6.1,"1047716, 1054823, 727368, 71338, 255534, 211343, 259704",238046
tm854786,Yeh Ballet,MOVIE,2020,117,drama,IN,7.5,1335.0,5.098,7.7,"1335462, 617769, 821706, 38636, 1278171, 1616976, 65747, 1331198, 251480, 1335481, 1335675, 65852, 724830",376868
ts222901,糖糖Online,SHOW,2019,24,"drama, family",TW,5.4,22.0,0.6,10.0,"1260133, 1260135, 1186315, 1260082, 1260020, 1086552, 1260185, 1260187, 284156",
tm973704,Andhaghaaram,MOVIE,2020,171,"thriller, horror",IN,7.6,3746.0,2.54,7.7,"183398, 1666156, 1281645, 128398, 209364, 65270",1651910
tm467735,Liss Pereira: Reteniendo Liquidos,MOVIE,2019,59,comedy,,6.4,94.0,1.161,7.1,637070,247954
ts250872,Southern Survival,SHOW,2020,29,reality,US,5.2,462.0,1.847,8.3,"1512650, 1512635, 1512636, 1512643",
tm844201,Super Monsters Save Christmas,MOVIE,2019,24,"family, animation, fantasy",US,4.8,57.0,2.865,6.0,"65217, 48101, 175655, 182985, 24531, 24532, 435, 34838, 5271, 34966, 10874, 1094300",
tm437379,I'm Leaving Now,MOVIE,2019,74,"documentation, european","MX, US",6.6,111.0,1.517,6.0,1486288,"383289, 850586"
tm847805,Ludo,MOVIE,2020,150,"crime, comedy, drama, action",IN,7.6,37528.0,10.329,7.5,"229094, 239271, 1112168, 904251, 202602, 63660, 370519, 1635535, 1138768, 454641, 6958, 103221, 772983, 353145, 65499",202602
tm814652,Mallesham,MOVIE,2019,131,drama,IN,8.3,1045.0,1.915,7.6,"1359648, 160930, 1680135, 2128135, 839183, 160304, 1016401, 1016402, 2333779, 116849, 1144375, 2052702",1145325
tm813938,Mike Epps: Only One Mike,MOVIE,2019,63,comedy,US,4.7,306.0,2.06,6.6,9737,65374
tm461532,Kill Me If You Dare,MOVIE,2019,104,"romance, comedy",TR,4.4,1764.0,3.102,4.2,"1492096, 2083842, 2035586, 183568, 887959, 2027295, 2084006, 2084011, 2035116, 252717, 2084014, 2084013, 2084016, 2027693, 2083887, 2084019, 2084022, 754872, 2083899, 1941827, 184649, 2027597, 267343, 1453009, 2083933, 2075229, 2083935, 2083947, 192620, 1063405, 2083951, 2035327, 2083956, 2083833, 2083834, 2027775",256366
tm820338,The 9th Precinct,MOVIE,2019,94,"crime, fantasy, thriller, drama, action",TW,5.6,535.0,14.932,6.1,"104419, 291972, 350501, 211206, 1297447, 202, 1502925, 1490542, 141071, 640174, 138997, 1674774, 1731830, 728635, 162941, 128158, 239037",1194860
tm822502,Whindersson Nunes: Adulto,MOVIE,2019,68,comedy,BR,7.0,362.0,4.076,8.0,794486,821467
ts218307,Styling Hollywood,SHOW,2019,36,reality,US,6.6,361.0,1.289,10.0,,
tm839761,"Kalel, 15",MOVIE,2019,104,drama,PH,7.2,276.0,2.69,9.3,"156864, 2226849, 189703, 237034, 134348, 592654, 262353, 206516, 149148, 191966, 287071",168360
tm468651,Kandasamys: The Wedding,MOVIE,2019,98,comedy,ZA,6.0,232.0,2.263,8.4,"2186378, 1930486, 1930350, 799396",1092831
tm474618,A Tale of Two Kitchens,MOVIE,2019,29,documentation,"MX, US",6.5,145.0,2.511,6.6,1117087,262193
tm474496,Mujeres arriba,MOVIE,2020,100,"comedy, romance",CL,3.8,471.0,5.945,7.5,"876304, 813214, 263071, 1508389, 316710, 234535, 1508390, 1508391, 1508392, 1508393, 1508397, 1508398, 767538, 1508403, 1508402, 859573, 1508404, 1508407, 259128, 1508419, 1116228, 1137369, 1508193, 1445091, 1508325, 1464302",1116246
tm476708,Kids on the Block,MOVIE,2019,103,"comedy, family",TR,5.6,361.0,2.383,5.0,"107728, 904049, 903906, 200352",904053
ts223121,Bangkok Buddies,SHOW,2019,40,"drama, comedy",TH,6.8,17.0,3.237,10.0,"1275872, 1275873, 1275874, 1275875, 1275856",
tm477403,Kaake Da Viyah,MOVIE,2019,133,"comedy, romance",IN,5.1,74.0,0.999,6.0,"290661, 192202, 1051499, 476369, 1190653",1190751
tm935941,Horrid Henry's Gross Day Out,MOVIE,2020,61,"family, animation, action, comedy",GB,5.9,47.0,2.448,1.0,"24001, 309378, 114691",277353
tm863514,House Arrest,MOVIE,2019,104,comedy,IN,5.5,1655.0,3.176,6.4,"248385, 2690, 972422, 617769, 998230","134546, 1255724"
tm439365,Bombairiya,MOVIE,2019,108,"drama, crime, comedy",IN,4.5,423.0,2.423,7.5,"111232, 358213, 4049, 201074, 176564, 249975, 67128, 68637",1035130
tm927926,Dad Wanted,MOVIE,2020,102,"drama, family, comedy",MX,5.7,1075.0,8.354,7.6,"12034, 38, 263, 48553, 29419, 200339, 356183, 1572250",68494
tm818499,Revenge of the Pontianak,MOVIE,2019,92,"horror, romance","SG, MY",5.3,273.0,4.274,5.2,"1286136, 235106, 187139, 177534, 159079, 698103, 116596, 204798, 328407, 849464, 1286134, 1285852, 143230","369588, 630039"
tm822272,Love for Sale 2,MOVIE,2019,92,"drama, romance",ID,7.0,558.0,2.626,7.1,"287904, 236417, 167269, 293542, 815334, 44423, 265449, 1201162, 855431, 706537, 1242061, 1242064, 972660, 305590, 284118, 665021, 289150, 844959",303773
tm466854,Uriyadi 2,MOVIE,2019,119,"action, thriller",IN,7.1,888.0,2.803,6.9,"242209, 259292, 1085501",242209
tm845594,Irandam Ulagaporin Kadaisi Gundu,MOVIE,2019,141,"drama, thriller",IN,7.2,970.0,1.87,6.2,"937387, 61612, 255019, 61614, 208242, 130323, 130324, 2255730, 157464, 133178, 157086",1273927
tm530822,Carlos Almaraz: Playing with Fire,MOVIE,2019,82,documentation,US,7.5,62.0,0.896,7.0,"73128, 104207, 8699, 158, 324703","109273, 1279135"
tm463217,Hamid,MOVIE,2019,108,drama,IN,7.7,1211.0,1.578,7.0,"993152, 993153, 993147, 389546, 69489, 993145, 993146, 954203, 993149, 993150",993148
tm467116,Life Overtakes Me,MOVIE,2019,39,documentation,"SE, US",5.0,45.0,8.087,6.4,"224481, 1315301, 1315269, 1315303, 1315271, 1315305, 255679","309801, 279878"
tm879556,David A. Arnold Fat Ballerina,MOVIE,2020,60,comedy,US,7.3,75.0,1.859,4.7,"22296, 26650",1387587
tm838022,Upstarts,MOVIE,2019,112,drama,IN,6.7,869.0,1.86,7.1,"1228803, 650231, 435563, 111231",1228992
tm468811,Mehandi Circus,MOVIE,2019,135,drama,IN,7.3,557.0,2.967,6.1,"1093517, 329558, 238071, 133178, 176539, 134423",926410
tm812593,Feo pero Sabroso,MOVIE,2019,90,comedy,CO,4.3,173.0,8.017,6.9,"1196938, 247952, 890577, 1196983, 254361",247954
tm814953,This Earth of Mankind,MOVIE,2019,181,"drama, history",ID,6.8,747.0,2.346,7.3,"1191296, 413697, 166534, 196241, 311958, 378902, 1177884, 380829, 164512, 1261221, 1107110, 264232, 935082, 288182, 1180218, 1180219, 744640, 695873, 700099, 1165781, 697814, 1180377, 167259, 1551579, 1264479, 793829, 962789, 1191408, 1690225, 1191410, 1191287, 1775993, 1191291, 1191292, 1191293, 284159",66049
tm467955,Francesco De Carlo: Cose di Questo Mondo,MOVIE,2019,61,comedy,,6.3,111.0,2.359,6.8,1090877,1377276
tm846354,#FriendButMarried 2,MOVIE,2020,104,"drama, comedy, romance",ID,6.9,311.0,2.063,7.5,"1244438, 1486108, 1314862, 877998, 1314863, 2434095, 837439, 1315138, 700099, 1315139, 373967, 889679, 1315023, 1237587, 1215446, 935133, 2305639, 903655, 265449, 1221883",146968
tm373655,Sarvam Thaala Mayam,MOVIE,2019,133,"drama, music",IN,7.6,1231.0,2.903,7.2,"388066, 679333, 141159, 247498, 163404, 1126188, 146670, 145007, 132208, 615022, 875417, 133178, 65275, 1613660",432789
tm981956,Spirit Riding Free: Ride Along Adventure,MOVIE,2020,22,"animation, comedy, action, family, western, drama",US,6.1,61.0,1.52,8.7,,
tm842869,Fadily Camara: La plus drôle de tes copines,MOVIE,2019,54,comedy,FR,5.7,50.0,2.2,6.3,901397,"315802, 347715"
tm918894,Anelka: Misunderstood,MOVIE,2020,94,"documentation, sport",FR,6.4,3174.0,7.071,6.5,"1180704, 927136, 1180707, 2812, 250790, 372903, 79537, 186578, 263922, 547764, 1549841, 2032313, 1180540",1525678
tm675214,Mokalik (Mechanic),MOVIE,2019,100,"comedy, drama",NG,6.2,151.0,1.325,5.3,"1197698, 117062, 1197679, 1197681, 1197690, 1197693, 1197694",117061
tm852775,Amit Tandon: Family Tandoncies,MOVIE,2020,72,comedy,IN,7.1,255.0,1.388,6.7,1354452,
tm822167,The Panti Sisters,MOVIE,2019,108,"comedy, drama, romance",PH,5.5,272.0,3.741,4.6,"6371, 159427, 132582, 592654, 141681, 145651, 158355, 1224243, 240406, 1224245, 1224281, 58842",168360
tm461427,15 August,MOVIE,2019,124,"romance, drama",IN,5.7,273.0,2.559,7.0,"764618, 1081451, 1062701, 899250, 1633786, 247732, 1062712, 1062714, 393437",1062894
tm464212,Antoine Griezmann: The Making of a Legend,MOVIE,2019,60,"documentation, sport",FR,6.5,1157.0,5.362,7.1,"927136, 927137, 312482, 1382993, 1383093",1075010
tm471802,Sur Sapata,MOVIE,2019,128,"comedy, drama, sport",IN,7.3,45.0,1.295,8.5,"358217, 247722, 64207, 1821875, 292885, 292887, 1105786, 1105471",1105471
tm837802,Luccas Neto in: Children's Day,MOVIE,2019,81,"comedy, family",BR,2.5,12.0,2.23,8.5,"1146890, 2159632, 1589778, 1023250, 2159123, 2159774, 2159655, 2159144, 2159406, 2159409, 1227186, 2159426, 2159173, 2159561, 2159562, 306638, 2159576, 1589738, 341740, 1120884, 1110778, 1120894",1023252
tm849871,Death Can Wait,MOVIE,2020,91,comedy,CO,4.6,105.0,4.115,6.2,"2397568, 1981314, 1795202, 1352453, 1196938, 2397451, 637070, 247950, 2397584, 2397457, 2397458, 2397583, 2397463, 2397471, 2397476, 1941544, 2397608, 2397484, 2397509, 1949645, 2397520, 2397396, 2397397, 2397402, 2397531, 1895648, 2397537, 2397539, 1204708, 2337513, 1307632, 890611, 2397558, 2327929, 2397434, 2388219, 2367228, 2397565",247954
tm825934,Super Monsters Back to School,MOVIE,2019,23,animation,"US, CA",6.2,29.0,2.472,6.3,"65217, 48101, 175655, 182985, 24531, 24532, 435, 34838, 5271, 1094300",
tm866495,Love Like the Falling Rain,MOVIE,2020,86,"drama, romance, fantasy",ID,4.7,205.0,3.639,6.2,"265984, 595328, 1259140, 1630090, 701966, 1244435, 1630103, 1630114, 264232, 777269, 1630009, 339020, 1630033, 1629912, 1630177, 633831, 268777, 1443306, 1630071",315163
tm922407,Kilometers and Kilometers,MOVIE,2020,129,"action, drama, comedy",IN,6.3,1592.0,2.453,5.6,"1011392, 257505, 592641, 738243, 169406, 188934, 140749, 228399, 265393, 228756, 1050966, 176442, 599868, 1550398",592641
tm843345,Pinkfong & Baby Shark's Space Adventure,MOVIE,2019,66,"animation, family, music, fantasy","KR, US",5.1,74.0,3.193,4.0,"158865, 1752732, 1752446, 204806",1752479
tm924556,Maniyarayile Ashokan,MOVIE,2020,110,"drama, comedy, romance",IN,4.7,1261.0,2.534,3.6,"133511, 260874, 139403, 133130, 66315, 1578527, 1573923, 147364, 1092263, 340021, 176441, 730565, 133320, 140746, 140749, 417486, 1573976, 1574105, 206169, 228571, 185693, 184801, 228580, 65265, 1573887",1554688
tm451269,Born Beautiful,MOVIE,2019,96,comedy,PH,5.4,119.0,2.213,5.7,"159427, 184035, 77989, 132582, 269191, 1202534, 275020, 139254",278401
tm813075,To Be of Service,MOVIE,2019,88,documentation,US,7.3,99.0,1.499,5.7,,324181
tm893510,What are the Odds?,MOVIE,2019,92,"drama, documentation, music",IN,5.2,840.0,1.097,6.0,"2201952, 2201863, 2201898, 2202060, 2201966, 2201745, 2202165, 2201880",2201768
tm475254,"Sincerely Yours, Dhaka",MOVIE,2019,134,drama,BD,6.9,673.0,1.277,8.0,"1314656, 1314658, 349763, 1664196, 1314661, 1316228, 1223396, 886696, 1085192, 2120743, 1314507, 370739, 1994868, 1957525, 1223482, 1963100, 168350, 1720479","1119500, 1119501, 1119504, 1119505, 589555, 1119508, 1119509, 1119510, 1119512, 1119513, 1119514"
ts251929,DeMarcus Family Rules,SHOW,2020,28,reality,US,6.4,112.0,1.532,5.5,"1561280, 1561285, 1561286, 1132126, 277677, 1561272, 1561277, 1561278",
ts223115,The Charming Stepmom,SHOW,2019,46,"family, romance, comedy",TH,7.9,18.0,5.114,10.0,"944984, 1267937, 1267916, 851727",1338460
tm474721,Saverio Raimondo: Il Satiro Parlante,MOVIE,2019,53,comedy,,5.7,54.0,1.235,5.9,746188,
tm824855,Lola Igna,MOVIE,2019,114,"drama, comedy",PH,7.2,188.0,2.141,8.0,"162377, 139881, 134347, 150221, 214909, 735697, 1157778, 178806, 1657208, 172921, 260733, 201561, 243103",234720
tm851862,Mutiny of the Worker Bees,MOVIE,2020,100,comedy,MX,4.1,478.0,6.093,7.2,"1320352, 138913, 8804, 138916, 1320422, 1320378, 793714, 1320306, 1320404, 254614, 280598, 259832, 19318, 277494",1320404
tm944307,I'm Glad I Did,MOVIE,2020,123,documentation,TR,8.4,1416.0,1.424,9.1,"185665, 1935681, 217957, 217958, 44295, 157095, 1515148, 1628173, 591278, 725742, 225072, 1628014, 234395, 251741",1385190
tm510525,RK Nagar,MOVIE,2019,110,"comedy, romance",IN,5.1,137.0,1.69,4.0,"119072, 209025, 227013, 138662, 1470533, 230632, 183114, 66803, 291861, 1296537, 206682, 133051, 201727",
tm835958,"Martin Matte: La vie, la mort... eh la la..!",MOVIE,2019,61,comedy,CA,6.5,103.0,1.513,7.5,76158,754438
tm883070,David Batra: Elephant in The Room,MOVIE,2020,77,comedy,SE,5.9,197.0,2.333,8.0,141099,"141099, 690875"
ts230973,Arashi's Diary: Voyage,SHOW,2019,30,"documentation, music",JP,7.8,44.0,3.2,9.5,"135905, 35855, 275923, 204565, 164414",
tm679270,Evvarikee Cheppoddu,MOVIE,2019,133,"drama, romance",IN,7.2,412.0,1.938,7.0,"1224736, 45441, 1224692",1224698
tm435295,Ave Maryam,MOVIE,2019,74,"romance, drama",ID,6.9,489.0,2.006,6.1,"208595, 392084, 113011, 68733, 167263",1230108
